ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
4424202101438667,Anísio da Silva Nunes,Nunes,"Nunes, A.S.;Nunes, A.S;Nunes, Anísio da Silva;NUNES, A. S.;A.S. Nunes;NUNES, A. da S.",Batatais,SP,"Graduado em Agronomia pela Universidade Estadual Paulista Júlio de Mesquita Filho - Unesp Jaboticabal (2006), Mestre (2009) e Doutor (2012) em Agronomia (Produção Vegetal) pela Universidade Federal da Grande Dourados - UFGD. É Professor Adjunto da Universidade do Estado de Mato Grosso (Unemat) - Campus de Tangará da Serra. Atua na área de Produção Vegetal, com ênfase em Ecofisiologia Vegetal aplicada à Agricultura e Sistemas de Produção Agrícola."
