TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Embodied energy associated with the materials used in irrigation systems: Drip and centre pivot,2014,10.1016/j.biosystemseng.2014.02.002,Inglês,Biosystems Engineering,A1,1537-5110,"['Adriano Valentim Diotto', 'Marcos Vinícius Folegatti', 'Sérgio Nascimento Duarte', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",['4'],2.983,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
Embodied energy of sugarcane harvesters,2014,10.1016/j.biosystemseng.2013.12.003,Inglês,BIOSYSTEMS ENGINEERING,A1,1537-5110,"['Edemilson José Mantoam', 'Marcos Milan', 'Leandro Maria Gimenez', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",['4'],2.983,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
Emissão de CO2 e potencial de conservação de C em solo submetido à aplicação de diferentes adubos orgânicos,2010,,Português,Agrarian (Dourados. Online),B3,1984-2538,"['Wininton Mendes Silva', 'CASSIANO CREMON', 'Nilbe Carla Mapeli', 'Rafael Cesar Tieppo', 'Jucélio Marcos Carvalho', 'Loana Longo', 'Marcelo Ferri', 'Wellington Azambuja']","['1', '2', '3', '4', '5', '6', '7', '8']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Energy assessment for variable rate nitrogen application,2012,,Inglês,E-journal - CIGR,B1,1682-1130,"['André Freitas Colaço', 'Fabrício Pinheiro Povh', 'José Paulo Molin', 'Thiago Libório Romanelli']","['1', '2', '3', '4']",['4'],-99.0,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
"Concentração de material particulado na região de Tangará da Serra-MT, sul da amazônia legal",2014,,Português,Revista Brasileira de Geografia Física,B5,1984-2295,"['Patrícia Simone Palhana Moreira', 'Rivanildo Dallacort', 'Idilaine de Fatima Lima', 'Rafael Cesar Tieppo', 'Cristiano Santos']","['1', '2', '3', '4', '5']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Estimativa da capacidade de armazenamento de água no solo para a microrregião da BAP/MT,2017,,Português,Revista Ibero-americana de Ciências Ambientais,B5,2179-6858,"['BARBIERI, JOÃO DANILO', 'DALLACORT, RIVANILDO', 'Tiago Oliveira', 'Rafael Cesar Tieppo', 'Dejânia Vieira de Araújo']","['1', '2', '3', '4', '5']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Capacidade estática de armazenagem de grãos em Tangará da Serra e microrregião,2017,,Português,ESPACIOS (CARACAS),C ,0798-1015,"['Nilson Gomes de Souza Júnior', 'Ronicely Pereira da Rocha', 'Adalberto Santi', 'Rafael Cesar Tieppo']","['1', '2', '3', '4']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Mobility of flumioxazin in argisol at southern Amazon,2018,,Português,PERIÓDICO TCHÊ QUÍMICA (MEIO ELETRÔNICO),XX,2179-0302,"['Oscar Mitsuo Yamashita', 'Ricardo Vicentin Carvalho', 'Marco Antônio Camilo de Carvalho', 'Rafael Cesar Tieppo', 'DALLACORT, RIVANILDO']","['1', '2', '3', '4', '5']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
"Adjustment and evaluation of cropgro-soybean and ceres-maize for different genetic material in a region of mato grosso state, brazil",2019,,Inglês,TROPICAL AND SUBTROPICAL AGROECOSYSTEMS,B2,1870-0462,"['Maria Carolina Silva Andrea', 'BARBIERI, JOÃO DANILO', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Paulo Sérgio Lourenço de Freitas', 'Jucélio Marcos Carvalho']","['1', '2', '3', '4', '5', '6']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Evapotranspiração e produtividade de milho safrinha consorciado com crotalária,2020,10.33448/rsd-v9i8.6196,Português,"RESEARCH, SOCIETY AND DEVELOPMENT",XX,2525-3409,"['DANIEL, DIEGO FERNANDO', 'DALLACORT, RIVANILDO', 'BARBIERI, JOÃO DANILO', 'Rafael Cesar Tieppo', 'CARVALHO, MARCO ANTONIO CAMILLO DE', 'FENNER, WILLIAM', 'YAMASHITA, OSCAR MITSUO']","['1', '2', '3', '4', '5', '6', '7']",['4'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Spatial variability of the ten-day rainfall in the months in which the sowing of soybean and winter corn begins in the state of Mato Grosso,2016,10.15361/1984-5529.2016v44n4p477-484,Português,Científica (Jaboticabal. Online),B3,1984-5529,"['DE MARCO, KÁSSIO', 'MORAES DIAS, VANESSA RAKEL', 'DALLACORT, RIVANILDO', 'LIMA ALVES, ELIS DENER', 'Rafael Cesar Tieppo', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'BARBIERI, JOÃO DANILO']","['1', '2', '3', '4', '5', '6', '7']",['5'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Effects of the ENSO on the Variability of Precipitation and Air Temperature in Agricultural Regions of Mato Grosso State,2019,10.5539/jas.v11n9p91,Português,Journal of Agricultural Science,B1,1916-9760,"['BARBIERI, JOÃO DANILO', 'DALLACORT, RIVANILDO', 'FREITAS, PAULO SÉRGIO LOURENÇO DE', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'Rafael Cesar Tieppo', 'FENNER, WILLIAM']","['1', '2', '3', '4', '5', '6']",['5'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Produtividade de pepino japonês cultivado sob diferentes níveis de malhas fotoconversoras,2020,10.34117/bjdv6n7-210,Português,Brazilian Journal of Development,XX,2525-8761,"['PEREIRA, ADRIANO QUIRINO', 'DALBIANCO, ALESSANDRO BANDEIRA', 'SANTI, ADALBERTO', 'JÚNIOR, SANTINO SEABRA', 'Rafael Cesar Tieppo', 'BENETTI, RAFAEL']","['1', '2', '3', '4', '5', '6']",['5'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
"Variabilidade mensal e sazonal da temperatura do solo em diferentes condições de cobertura e de profundidades na região de Tangará da Serra, Mato Grosso",2019,10.15361/1984-5529.2019v47n3p256-268,Português,CIENTÍFICA (JABOTICABAL. ONLINE),B3,1984-5529,"['OLIVEIRA, KAROLINA ASCARI SOUZA DE', 'BARBIERI, JOAO DANILO', 'DANIEL, DIEGO FERNANDO', 'Rafael Cesar Tieppo', 'SANTOS, SILMARA BISPO DOS']","['1', '3', '4', '5', '6']",['5'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Influência da cobertura de braquiária na temperatura do solo cultivado com milho verde,2019,10.48075/actaiguaz.v8i3.20652,Português,Acta Iguazu,B3,2316-4093,"['Karolina Ascari Souza de Oliveira', 'Diego Fernando Daniel', 'Rivanildo Dallacort', 'João Danilo Barbieri', 'Rafael Cesar Tieppo', 'Dejânia Vieira de Araújo']","['1', '2', '3', '4', '5', '6']",['5'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Triple-bottom-line assessment of São Paulo state's sugarcane production based on a Brazilian multi-regional input-output matrix,2018,10.1016/j.rser.2017.09.075,Inglês,RENEWABLE &amp; SUSTAINABLE ENERGY REVIEWS,A1,1364-0321,"['João Paulo Soto Veiga', 'Arunima Malik', 'Manfred Lenzen', 'Joaquim Bento de Souza Ferreira Filho', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",['5'],-99.0,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
Simulação da produtividade e de épocas de semeadura para soja e milho em eventos de El niño Oscilação Sul no estado de Mato Grosso,2020,,Português,Acta Iguazu,B3,2316-4093,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Paulo Sérgio Lourenço de Freitas', 'Rafael Cesar Tieppo', 'Maria Carolina da Silva Andrea', 'Santino Seabra Júnior']","['1', '2', '3', '4', '5', '6']",['5'],-99.0,5859946324646438,Maria Carolina da Silva Andrea,Andrea,"ANDREA, M. C. S.;ANDREA, MARIA CAROLINA DA SILVA;DA S. ANDREA, MARIA CAROLINA;Andréa, M. C. S.",Ribeirao Preto,SP,"Possui graduação em Engenharia Agronômica, Mestrado e Doutorado pelo Programa de Engenharia de Sistemas Agrícolas, realizados pela Universidade de São Paulo (USP/ESALQ).
Na graduação participou de pesquisa relacionada com o uso eficiente de água e nitrogênio na produção de forrageiras destinadas à produção de bioetanol. No mestrado avaliou a eficiência do uso de insumos do ciclo de produção de forrageiras. Durante o doutorado utilizou modelo de desenvolvimento de culturas para avaliar a quebra de produtividade e lucratividade da produção da cultura do milho relacionada à variabilidade climática e aplicação de fertilizante nitrogenado.
Atuou como pesquisadora de Pós-doutorado na Universidade do Estado de Mato Grosso - UNEMAT.
Atualmente é professora do ensino superior na Universidade do Estado de Mato Grosso - UNEMAT, ministrando disciplinas da área de engenharia agrícola para o curso de bacharelado em agronomia.
Linha de pesquisa em gestão de sistemas de produção, agrometeorologia, sustentabilidade de sistemas de produção, uso de modelos de desenvolvimento de culturas.",03-06-2020,Universidade do Estado de Mato Grosso,
Energy analysis of Jatropha curcas under irrigation and rainfed at the  Southeast Brazilian humid subtropical,2018,,Inglês,E-JOURNAL - CIGR,B1,1682-1130,"['Otávio Neto Almeida Santos', 'Marcos Vinícius Folegatti', 'Bruno P. Lena', 'Adriano Valentim Diotto', 'João Paulo Francisco', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
IMPACT OF IRRIGATION AND NITROGEN FERTILIZATION ON THE ENERGY BALANCE AND ENERGY RETURN ON INVESTMENT OF JATROPHA PRODUCTION,2017,10.7127/rbai.v11n500792,Inglês,Revista brasileira de agricultura irrigada,B3,1982-7679,"['SANTOS, OTÁVIO NETO ALMEIDA', 'ANDRADE, IRINEU PEDRO DE SOUSA', 'LENA, BRUNO PATIAS', 'FOLEGATTI, MARCOS VINÍCIUS', 'DIOTTO, ADRIANO VALENTIM', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,5401789813032087,Thiago Libório Romanelli,Romanelli,"ROMANELLI, T. L.;Romanelli, Thiago L.;Romanelli, Thiago Libório;ROMANELLI, THIAGO",Piracicaba,SP,"Atualmente é Professor Titular do Departamento de Engenharia de Biossistemas, ESALQ/USP. Atua nos temas: Fluxos de Materiais e de Energia em Sistemas de Produção, Sustentabilidade, Análises de Ciclo de Vida e Viabilidade econômica de adoção de tecnologia. É Engenheiro Agrônomo pela Universidade de São Paulo (2000), mestre em Máquinas Agrícolas pela Universidade de São Paulo (2003) e doutor em Recursos Florestais pela Universidade de São Paulo (2007), tendo sido Research Associate do Center for Environmental Policy da University of Florida (2005-2006),  Professor Doutor (2008-2013) e Livre Docente em Mecânica e Máquinas Motoras pela Universidade de São Paulo (2013) . Fulbright Scholar - Cátedra de Ciências Agrárias na University of Nebraska/Lincoln (2017).",27-09-2021,Universidade de São Paulo,https://orcid.org/0000-0001-5407-9031
Desempenho agronômico de alface americana fertilizada com torta de filtro em ambiente protegido,2013,10.1590/S0102-05362013000200027,Inglês,Horticultura Brasileira (Impresso),B1,0102-0536,"['SANTI, ADALBERTO', 'SCARAMUZZA, WALCYLENE LMP', 'NEUHAUS, ALEXANDRO', 'DALLACORT, RIVANILDO', 'KRAUSE, WILLIAN', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6']",['6'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
Uniformidade de distribuição de plantas e estande de milho (Zea mays L.&lt;/em&gt;) em função do mecanismo dosador de sementes,2005,10.4025/actasciagron.v27i3.1412,Português,ACTA SCIENTIARUM-AGRONOMY,A2,1807-8621,"['João Cleber Modernel da Silveira', 'Antonio Gabriel Filho', 'Tieppo, Rafael César', 'Douglas Guedes Batista Torres', 'Baldessin Júnior, Arnaldo', 'Boligon, Fábio', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7']",['7'],0.842,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
"Sowing dates and plant density of peanut cultivars in different soil and climatic conditions of Mato Grosso state, Brazil",2014,,Português,"International Journal of Food, Agriculture and Environment (Online)",B2,1459-0263,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Adalberto Santi', 'Kássio de Marco', 'Alcir José Modolo', 'Santino Seabra Júnior', 'Ronicely Pereira da Rocha', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7', '8']",['8'],-99.0,3275865819287843,Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",15-07-2021,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813
