ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
4978624837017712,Marice Cristine Vendruscolo,Vendruscolo,"VENDRUSCOLO, M. C.",Severiano de Almeida,RS,"Possui graduação em Agronomia pela Universidade de Passo Fundo - RS (1997), mestrado em Agronomia pela Universidade de Passo Fundo - RS (2003), área de concentração em Produção Vegetal e doutorado em Zootecnia pela Universidade Estadual de Maringá - PR (2014), área de concentração em Plantas Forrageiras e Pastagens. É professora efetiva da Universidade do Estado de Mato Grosso, no curso de Agronomia, do Campus Universitário de Tangará da Serra. Atua nas áreas de Ciência do Solo: Manejo e Conservação do Solo, Água e Biodiversidade; Fertilidade do Solo; Adubação Verde e Plantas de Cobertura de Solo; Zootecnia: Plantas Forrageiras e Pastagens; Meio ambiente: Recuperação de Áreas Degradadas; Educação Ambiental."
