ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
0992183944156902,Graciela Constantino,Constantino,"CONSTANTINO, G.",Presidente Prudente,SP,"Possui graduação em Psicologia pela Pontifícia Universidade Católica de Campinas (1986), mestrado em Psicopedagogia - Educação pela Universidade Federal do Rio Grande do Sul (2002) e doutorado em Doutorado em Educação pela Universidade Estadual de Campinas (2009). Atualmente é professor adjunto da Universidade do Estado de Mato Grosso, docente das disciplinas Psicologia da educação I e II Tem experiência na área de Psicologia, com ênfase em Ensino e Aprendizagem na Sala de Aula, desenvolvedora dos temas: orientação profissional, adolescência, escolha profissional, identidade; educação e exclusão em tempos globais, desenvolvimento e aprendizagem, dificuldades de aprendizagem, educação especial..Atuou como membro do Comitê de Ètica em Pesquisa (CEP_CONEP-UNEMAT ( 2010 a 2015), Coordenadora de Área ( 2014-2018) do Pibid Institucional do Curso de Pedagogia/Caceres. E, Parecerista Ad hoc : Revista da Faculdade de Educação; PRPPG; PROEC e CEP-UNEMAT.  Membro do Colegiado de Curso Pedagogia (2016-2018) , Presidente da Comissão de Avaliação Institucional do Campus Universitário de Cáceres-MT; atualmente trabalha na graduação com Disciplinas Psicologia da Educação; com Projeto de Extensão (em trâmite) e Diretora de Gestão de Graduação Fora de Sede e Programa Parceladas ( 2019-2022).",22-02-2019
