ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
7923434900908110,João de Deus dos Santos,Santos,"SANTOS, J. D.;SANTOS, JOÃO DE DEUS DOS",Cáceres,MT,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1991), mestrado em Educação pela Universidade Federal do Rio Grande do Sul (2001) e doutorado em Educação pela Universidade Federal do Rio Grande do Sul (2006). Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase nos seguintes temas: Currículo; Estudos Foucaultianos; Escola, Cultura e Sociedade Contemporâneas; e, Biopolítica e Formação de Professores.",15-02-2019
