INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado de Mato Grosso,2017,07,07,07,Agronomia,GRADUACAO,"['Entomologia geral ', 'Entomologia agrícola']"
