ID,TITLE,YEAR,YEAR_FIN,NATURE,MEMBERS,COORDENA,ADDRESS_PPE_ENTERP,ADDRESS_PPE_ENTERP_CODE
3275865819287843,Efeito da profundidadede semeadura de uma semeadora de plantio direto e desenvolvimento inicial de milho (Zea mays L.),2003,2004,PESQUISA,"['Rafael Cesar Tieppo', 'Antonio Gabriel Filho', 'Douglas Guedes Batista Torres', 'João Cleber Modernel da Silveira', 'Arnaldo Baldessin Junior', 'Fabio Boligon']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Software de planejamento racional de propriedades agrícolas,1997,2001,PESQUISA,"['Rafael Cesar Tieppo', 'Jerry Adriani Johann', 'Denise Mahl', 'Eduardo Godoy de Souza', 'Erivelto Mercante', 'Márcio Furlan Maggi', 'Miguel Angel Uribe Opazo', 'Lúcia Helena Pereira Nóbrega', 'Suedêmio de Lima Silva', 'Joaquim Odilon Pereira', 'Fábio A. da Silva', 'João Luciano Skrock', 'Lenir Mahl', 'José Paulo Molin', 'Edson Feliciano de Oliveira', 'Jansle Vieira Rocha', 'Márcio Antonio Vilas Boas', 'Mônica Sarolli Silva', 'Selma Regina Aranha Ribeiro']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Software para seleção e uso otimizado de sistemas mecanizados agrícolas,1997,2001,PESQUISA,"['Rafael Cesar Tieppo', 'Jerry Adriani Johann', 'Denise Mahl', 'Eduardo Godoy de Souza', 'Carlos Antonio Antes', 'Erivelto Mercante', 'Márcio Furlan Maggi', 'Cindia Sordi', 'Miguel Angel Uribe Opazo', 'Lúcia Helena Pereira Nóbrega', 'Suedêmio de Lima Silva', 'Joaquim Odilon Pereira', 'Claudiane V. Bulcholz', 'Fábio A. da Silva', 'João Luciano Skrock', 'Lenir Mahl', 'José Paulo Molin', 'Edson Feliciano de Oliveira', 'Márcio Antonio Vilas Boas', 'Mônica Sarolli Silva', 'Selma Regina Aranha Ribeiro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Variabilidade espacial dos atributos do solo e da produtividade em uma área de agricultura de precisão,1998,2001,PESQUISA,"['Rafael Cesar Tieppo', 'Jerry Adriani Johann', 'Denise Mahl', 'Eduardo Godoy de Souza', 'Erivelto Mercante', 'Márcio Furlan Maggi', 'Miguel Angel Uribe Opazo', 'Lúcia Helena Pereira Nóbrega', 'Suedêmio de Lima Silva', 'Joaquim Odilon Pereira', 'Fábio A. da Silva', 'João Luciano Skrock', 'Lenir Mahl', 'José Paulo Molin', 'Edson Feliciano de Oliveira', 'Jansle Vieira Rocha', 'Márcio Antonio Vilas Boas', 'Mônica Sarolli Silva', 'Selma Regina Aranha Ribeiro']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Demanda energética de uma semeadora de plantio direto e desenvolvimento de milho (Zea mays L.) em função da velocidade de deslocamento e profundidade semeadura,2003,2004,PESQUISA,"['Rafael Cesar Tieppo', 'Antonio Gabriel Filho', 'Douglas Guedes Batista Torres', 'João Cleber Modernel da Silveira', 'Arnaldo Baldessin Junior', 'Fabio Boligon', 'Deonir Secco']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Desenvolvimento de um penetrômetro eletrônico e elaboração de mapas temáticos de resisttência a penetração e compactação de latossolo bruno utilizando um sistema de posicionamento global,2002,2004,PESQUISA,"['Rafael Cesar Tieppo', 'Antonio Gabriel Filho', 'Suedêmio de Lima Silva', 'João Cleber Modernel da Silveira']","['NAO', 'SIM', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,Métodos Geoestatísticos no estudo da variabilidade espacial de atributos físicos do solo e da produtividade,1999,2001,PESQUISA,"['Rafael Cesar Tieppo', 'Eduardo Godoy de Souza', 'Erivelto Mercante', 'Reny Adilmar Prestes Lopes', 'Miguel Angel Uribe Opazo', 'Lúcia Helena Pereira Nóbrega', 'Edson Feliciano de Oliveira', 'Jansle Vieira Rocha', 'Márcio Antonio Vilas Boas', 'Roberto Cláudio Machado de Souza']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade Estadual do Oeste do Paraná,553800000008
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Tuphi Auto Mecânica Ltda,000200000993
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Comil Silos e Secadores,000300000995
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Lks Escola Técnica,000400000997
