ID,TITLE,YEAR,YEAR_FIN,NATURE,MEMBERS,COORDENA,ADDRESS_PPE_ENTERP,ADDRESS_PPE_ENTERP_CODE
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,DGF Agropecuária,000500000999
3275865819287843,"Determinação do Intervalo Hídrico Ótimo (IHO) em um Latossolo sob vegetação nativa, pastagem e cana-de-açúcar, na região sudoeste do Mato Grosso",2008,2008,PESQUISA,"['Rafael Cesar Tieppo', 'CASSIANO CREMON']","['NAO', 'SIM']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Demanda Energetica eViabilidade Tecnica-Economica de Implantação deEnergia Solar para o Processo de Industrialização de Mel de Abelha para a Região De Cáceres/MT,2009,2011,PESQUISA,"['Rafael Cesar Tieppo', 'Luís César da Silva', 'Edney Alves Magalhães']","['SIM', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,CETEGEO-SR - Centro Tecnológico de Geoprocessamento e Sensoriamento Remoto aplicado à produção de Biodiesel,2010,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort']","['NAO', 'SIM']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Otimização do sistema lavoura pecuária na região de Cáceres:,2007,2011,EXTENSAO,"['Rafael Cesar Tieppo', 'Petterson Baptista da Luz', 'Severino de Paiva Sobrinho', 'Zulema Netto Figueiredo', 'Marco Antonio Aparecido Barelli', 'Leonarda Grillo Neves']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,"Diversificação e ampliação da base produtiva do Estado de Grosso, a partir do zoneamento agrícola da soja, feijão, cana-de-açúcar, girassol, crambe e pinhão-manso",2012,2014,PESQUISA,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Adalberto Santi', 'MIRIAM H. INOUE', 'Alberto Zolin Cornélio', 'Paulo Sérgio Lourenço de Freitas', 'Karolina Ascari de Souza']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Diversificação e ampliação da base produtiva da bacia do Alto Paraguai como estratégia inovadora na otimização dos sistemas agrícolas regionais,2013,2016,PESQUISA,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Adalberto Santi', 'Ronicely Pereira da Rocha', 'Márcio Osvaldo Magalhães', 'Rony Bert de Oliveira']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Variabilidade da temperatura e evaporação da água sob diferentes coberturas de solo e sua influência no Kc dual da cultura do milho,2015,2017,PESQUISA,"['Rafael Cesar Tieppo', 'Santino Seabra Júnior', 'Rivanildo Dallacort', 'Cleonir Andrade Faria Júnior', 'SANTI, ADALBERTO', 'João Danilo Barbieri', 'Ronicely Pereira da Rocha', 'Dejânia Vieira de Araújo', 'Anísio da Silva Nunes', 'Paulo Sérgio Lourenço de Freitas', 'Karolina Ascari de Souza', 'Márcio Osvaldo Magalhães', 'Marco Antônio Camilo de Carvalho', 'Olaurildes Correntes']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Otimização dos recursos hídricos aplicados a culturas agrícolas no Estado de Mato Grosso - Brasil,2015,2020,PESQUISA,"['Rafael Cesar Tieppo', 'Santino Seabra Júnior', 'Rivanildo Dallacort', 'Adalberto Santi', 'Cleonir Andrade Faria Júnior', 'Willian Fenner', 'João Danilo Barbieri', 'Karolina Ascari de Souza', 'Marco Antônio Camilo de Carvalho']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Projeto de extensão em Engenharia de Sistemas Agrícolas,2016,2018,EXTENSAO,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Adalberto Santi', 'Ricardo José da Silva']","['SIM', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Modelo para predição de dias agronomicamente viáveis para operações agrícolas mecanizadas,2017,2021,PESQUISA,"['Rafael Cesar Tieppo', 'Erivelto Mercante', 'Adalberto Santi', 'ROMANELLI, THIAGO L.', 'Maria Carolina da Silva Andrea', 'Rivanildo Dallacort', 'João Danilo Barbieri', 'André Tavares de Vasconcelos', 'Emili Ferreira Campachi', 'Julia Gallo Barreto']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Geotecnologias aplicadas à mudanças climáticas e agricultura digital - GEOCLIMAT-MT,2018,2020,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Wini da Rocha Clarindo']","['SIM', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Uso de imagens de satélites e variáveis climáticas para estimativa da produtividade da cultura do milho,2019,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'Maria Carolina da Silva Andrea', 'MORAES DIAS, VANESSA RAKEL', 'BARBIERI, JOÃO DANILO', 'Emili Ferreira Campachi', 'Julia Gallo Barreto', 'Diego F Daniel', 'Rivanildo Dallacort', 'Wini da Rocha Clarindo', 'Diennyfer Letícia das Chagas Ramos', 'Gabriel Virgílio Barboza', 'Vitor Alfeu Guedes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,"Projeto de extensão GeoClimaMT - Boeltim, vídeos, cursos e palestras para difusão de conhecimento técnico",2020,2021,EXTENSAO,"['Rafael Cesar Tieppo', 'Willian Fenner', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort']","['SIM', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Estudo de variáveis climáticas para o planejamento agrícola,2022,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'Erivelto Mercante', 'ROMANELLI, THIAGO L.', 'Ronicely Pereira da Rocha', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Programa extensão: GeoClima-MT: Difusão de Geotecnologias e Informações Climáticas no Desenvolvimento Regional,2020,2021,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Edenir Maria Serigatto']","['NAO', 'NAO', 'SIM', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,"GeoClimaMT: Vídeos, Cursos e Palestras para difusão de conhecimento técnico",2022,2023,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Danielle Storck Tonon']","['SIM', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,GeoclimaMT: Monitoramento e difusão de informações meteorológicas para o desenvolvimento agroambiental do estado de Mato Grosso,2022,2023,EXTENSAO,"['Rafael Cesar Tieppo', 'Adalberto Santi', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort']","['NAO', 'NAO', 'NAO', 'SIM']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,GeoClimaMT: Centro de acesso a tecnologias para inclusão social,2022,2023,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Edenir Maria Serigatto']","['NAO', 'SIM', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Redução de perdas na produtividade (soja milho) devido a variabilidade climática no Mato Grosso},2022,ATUAL,PESQUISA,"['Rafael Cesar Tieppo', 'Santino Seabra Júnior', 'Rivanildo Dallacort', 'Ronicely Pereira da Rocha', 'Marco Antônio Camilo de Carvalho', 'MORAES DIAS, VANESSA RAKEL', 'Oscar Mitsuo Yamashita']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,"Competição hídrica, variabilidade térmica e influência no Kc Dual do milho em monocultivo e consorciado com crotalária",2019,2022,PESQUISA,"['Rafael Cesar Tieppo', 'Santino Seabra Júnior', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'Rivanildo Dallacort', 'ANDREA, MARIA CAROLINA DA SILVA', 'FREITAS, PAULO SÉRGIO LOURENÇO DE', 'DANIEL, DIEGO FERNANDO', 'CARVALHO, MARCO ANTONIO CAMILLO DE', 'Tadeu Miranda de Queiroz', 'Raimundo Nonato Cunha de França']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Mais Ciência: Divulgação Científica e Tecnológica,2023,ATUAL,EXTENSAO,"['Rafael Cesar Tieppo', 'MORAES DIAS, VANESSA RAKEL', 'Rivanildo Dallacort', 'Edenir Maria Serigatto']","['NAO', 'SIM', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,GeoclimaMT: Centro de acesso a tecnologias para inclusão social 2023/24,2023,ATUAL,EXTENSAO,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'MORAES DIAS, VANESSA RAKEL', 'Edenir Maria Serigatto']","['NAO', 'NAO', 'SIM', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,"GeoClimaMT: Vídeos, Cursos e Palestras para difusão de conhecimento técnico 2023/24",2023,ATUAL,EXTENSAO,"['Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'MORAES DIAS, VANESSA RAKEL', 'Danielle Storck Tonon']","['SIM', 'NAO', 'NAO', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Aplicação e transferência de tecnologias na otimização de sistemas agrícolas sustentáveis,2011,2015,PESQUISA,"['Rafael Cesar Tieppo', 'Maria Cândida Moitinho Nunes', 'Santino Seabra Júnior', 'Rivanildo Dallacort', 'Adalberto Santi']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO']",Universidade do Estado de Mato Grosso,841500000008
3275865819287843,Fluxos de Energia e Custo Operacional de Sistemas Mecanizados na Produção de Grãos,2012,2015,PESQUISA,"['Rafael Cesar Tieppo', 'ROMANELLI, THIAGO L.']","['SIM', 'NAO']",Universidade de São Paulo,006700000002
3275865819287843,Incorporação de energia no ciclo de vida de máquinas agrícolas,2015,2017,PESQUISA,"['Rafael Cesar Tieppo', 'ROMANELLI, THIAGO L.', 'Leandro Maria Gimenez', 'Edemilson José Mantoam']","['NAO', 'SIM', 'NAO', 'NAO']",Universidade de São Paulo,006700000002
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Biosystems Engineering,000600000990
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Revista de Agricultura (Piracicaba),000700000992
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Revista Brasileira de Engenharia Agrícola e Ambiental (Online),000800000994
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Engenharia Agrícola (Online),001000000998
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Boletim Técnico GeoClimaMT,001100000990
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,REVISTA ENGENHARIA NA AGRICULTURA,001200000991
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,COMPUTERS AND ELECTRONICS IN AGRICULTURE,001300000993
3275865819287843,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,Information Processing in Agriculture,001400000995
