TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Estado, Nação e Qualidade Educacional: algumas reflexões sobre o Brasil",2011,Português,Gráfica e Editora Sanches ltda.,['Edna Luzia Almeida Sampaio'],['1'],['1']
Fazer Ciência ou Mudar o Mundo,2010,Português,EDUFMT/FAPEMAT,['Edna Luzia Almeida Sampaio'],['1'],['1']
