ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
2338749247391093,José Antônio Finardi,Finardi,"FINARDI, J. A.",Itápolis,SP,"Possui graduação em Licenciatura Plena em Ciências Sociais pela Universidade Estadual Paulista Júlio de Mesquita Filho (1993), graduação em Bacharelado em Ciências Sociais pela Universidade Estadual Paulista Júlio de Mesquita Filho (1993) e Mestrado em Sociologia pela UNESP - Universidade Estadual Paulista Júlio de Mesquita Filho (2000). Atualmente é Professor da UNEMAT - Universidade do Estado de Mato Grosso. Tem experiência em gestão como Coordenador do Curso de Licenciatura Plena em Pedagogia do Projeto Parceladas e experiência docente nas áreas de Sociologia e Antropologia.",30-08-2017
