ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
