TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
FRACTAIS DA REALIDADE MATOGROSSENSE,2009,Português,VAZIO,"['Josiane Magalhães', 'Marcelo Luis Grassi Beck']","['1', '2']",['1']
Processos de Socialização e Construção Identitária,2010,Português,VAZIO,"['Marcelo Luis Grassi Beck', 'Josiane Magalhães', 'MARANHÃO, Eduardo Meinberg']","['1', '2', '3']",['2']
RIO REFLEXÕES SOBRE O ENSINO,2018,Português,VAZIO,['Josiane Magalhães'],['1'],['1']
LAGO REFLEXÕES SOBRE ENSINO,2018,Português,VAZIO,"['Josiane Magalhães', 'PITAGORAS PINTO DE ARRUDA']","['1', '2']",['1']
