ID,INSTITUTION,INSTITUTION_CODE,YEAR,YEAR_FIN,MONTH_INI,MONTH_FIN,DEGREE,DEGREE_ID,TYPE,TITLE
5401789813032087,Universidade da Florida,985600145790,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO
5401789813032087,Bayer CropScience,000500000999,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO,VAZIO
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2008,ATUAL,07,,Engenharia Agronômica,90000007,GRADUACAO,"['Estágio Profissionalizante', 'Estágio Supervisionado em Engenharia Rural', 'Estágio Vivencial', 'Máquinas e implementos agrícolas', 'Mecânica e Máquinas Motoras']"
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2008,ATUAL,07,,Engenharia Florestal,90000008,GRADUACAO,"['Estágio Profissionalizante', 'Estágio supervisionado em Engenharia Rural', 'Estágio Vivencial', 'Máquinas e implementos agrícolas', 'Mecânica e máquinas motoras']"
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2009,2010,03,08,Máquinas agrícolas,90000011,POS-GRADUACAO,['Fluxos de energia em sistemas agrícolas']
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2009,ATUAL,03,,Ciências Biológicas,90000014,GRADUACAO,['Estágio Vivencial']
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2010,ATUAL,08,,Engenharia Florestal,90000008,GRADUACAO,['Sustentabilidade energética em sistemas agrícolas']
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2008,ATUAL,07,,Gestão Ambiental,90000009,GRADUACAO,['Recursos energéticos e ambiente']
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2010,ATUAL,11,,Engenharia de Sistemas Agrícolas,90000021,POS-GRADUACAO,['Fluxos de energia em sistemas agrícolas']
5401789813032087,Escola Superior de Agricultura &quot;Luiz de Queiroz&quot;,000200000993,2012,ATUAL,02,,Engenharia Agronômica,90000007,GRADUACAO,['0110113 - Introdução à Engenharia Agronômica']
