PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Currículo e docência no ensino superior, uma práxis educativa em construção",2006,2009,PESQUISA,"['Heloisa Salles Gentil', 'Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt', 'Claudete Inês Sroczynski', 'Celma Ramos Evangelista']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"Formação de professores, universidade e escola",2007,2009,PESQUISA,"['Heloisa Salles Gentil', 'Walnice Gomes Cardoso', 'Ana Rita Pereira de Aruuda e Silva', 'Joelisane da Silva Ribeiro', 'Crisitana de Campos Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Análise das consequências de parcerias firmadas entre município de Cáceres e o Instituto Ayrton Senna para a oferta educacional.,2010,2013,PESQUISA,"['Heloisa Salles Gentil', 'Marilda de Oliveira Costa', 'Juarez Francisco Chuve de Jesus', 'Fernanda Sortica de Farias Lima']","['NAO', 'SIM', 'NAO', 'NAO']"
Acesso e permanência no processo de expansão da Educação Superior na Universidade do Estado de Mato GrossoE MATO GROSSO,2010,2012,PESQUISA,"['Heloisa Salles Gentil', 'Elizeth Gonzaga dos Santos Lima', 'Luiz Jorge Brasilino da Silva', 'Paulo Alberto Santos Vieira', 'Fernando César Malange', 'Ana Luíza de Araújo da Silva', 'Ediléuson Galvão Aleixo']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
Educação do Campo: formação e desenvolvimento comunitário,2011,2013,EXTENSAO,"['Heloisa Salles Gentil', 'Laudemir Luiz Zart', 'MACHADO, Ilma Ferreira', 'João Ivo Puhl', 'Clóvis Vailant']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"A configuração do trabalho pedagógico e a formação dos educadores para a escola do campo nas décadas de 1980 e 1990, no estado de Mato Grosso",2013,ATUAL,PESQUISA,"['Heloisa Salles Gentil', 'MACHADO, Ilma Ferreira', 'Roseli Ferreira Lima']","['NAO', 'SIM', 'NAO']"
Acesso e Permanência no Processo de Expansão da Educação Superior Pós-LDB. Um estudo no estado de Mato Grosso,2012,2014,PESQUISA,"['Heloisa Salles Gentil', 'Fernando Cezar Vieira Malange', 'Elizeth Gonzaga dos Santos Lima', 'Luiz Jorge Brasilino da Silva', 'Maria das Graças Martins da Silva', 'Tereza C. M. Aguiar Veloso']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
Programa Mais Educação no sistema municipal de ensino de Cáceres-MT: gestão e práticas educativas,2014,ATUAL,PESQUISA,"['Heloisa Salles Gentil', 'Loriége Pessoa Bitencourt', 'Marilda de Oliveira Costa', 'Dinairan Dantas Souza', 'Fábio da Penha Coelho', 'Cristiana de Campos Silva', 'Nayhara Mirelli Moraes da Silva', 'Dominique Stefany Gomes dos Santos', 'Luana Elky Brito', 'Valquíria Lima da Silva', 'Rosevani Maria de Araújo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
PROEXT 2014: Educação do Campo e Economia Solidária: desenvolvimento em território de Fronteira,2014,ATUAL,EXTENSAO,"['Heloisa Salles Gentil', 'Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt', 'Dilma Lourenca da Costa']","['NAO', 'NAO', 'SIM', 'NAO']"
"Educação do Campo: currículo, formação de professores, docência e pedagogia da alternância",2014,ATUAL,EXTENSAO,"['Heloisa Salles Gentil', 'Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt', 'Elizeth Gonzaga dos Santos Lima', 'Ilma Ferreira Machado']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
OBEDUC - 2012/CAPES - Políticas da Expansão da Educação Superior no Brasil,2013,ATUAL,OUTRA,"['Heloisa Salles Gentil', 'Fernando Cezar Vieira Malange', 'Elizeth Gonzaga dos Santos Lima', 'Graciele Marques dos Santos', 'Deise Mancebo', 'Paulo Alberto dos Santos Vieira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
ACESSO E PERMANÊNCIA NO PROCESSO DE EXPANSÃO DA EDUCAÇÃO SUPERIOR NA UNEMAT ? Fase 2,2016,ATUAL,PESQUISA,"['Heloisa Salles Gentil', 'Fernando Cezar Vieira Malange', 'Elizeth Gonzaga dos Santos Lima', 'Paulo Alberto dos Santos Vieira', 'Valci Aparecida Barbosa']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
Formação universitária e atuação profissional: currículos de licenciaturas em questão,2010,2013,PESQUISA,"['Heloisa Salles Gentil', 'André Luiz Borges Milhomem', 'Tânia Maria Maciel Guimarães', 'João Severino Filho', 'Roseli Ferreira Lima']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
