ID,TITLE,TYPE,YEAR,DOI,LANG,PUBLISHER,ISSN,AUTHOR,ORDER,ORDER_OK,ID_CNPQ
3275865819287843,Mapas de Produtividade em Agricultura de Precisão com QGIS,LIVRO_PUBLICADO,2020,,Português,,0000000000,['Rafael Cesar Tieppo'],['1'],1,['']
