TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Avaliação Institucional: o uso dos resultados,2010,Português,VAZIO,['Elizeth Gonzaga dos Santos Lima'],['1'],['1']
"Conhecimento, avaliação e redes de colaboração. Produção e produtividade na universidade",2012,Português,VAZIO,"['Denise Leite', 'Elizeth Gonzaga dos Santos Lima']","['1', '2']",['2']
"REDES DE PESQUISA E COLABORAÇÃO Conhecimento, avaliação e o controle internacional da ciência",2017,Português,VAZIO,"['Denise Leite', 'Célia Elizabete Caregnato', 'Elizeth Gonzaga dos Santos Lima', 'Isabel Pinho', 'Maria Elly Herz Genro', 'Ernesto Dominguez']","['1', '2', '3', '4', '5', '6']",['3']
