TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
UM ESTUDO DE PESQUISA SOBRE OS PROCESSOS DE CONSTRUÇÃO DA IDENTIDADE PROFISSIONAL DOCENTE,2013,Português,Cultura Acadêmica,"['RAFAEL CONDE BARBOSA', 'Rinalda Bezerra Carlos', 'VERA MARIA NIGRO DE SOUZA PLACCO', 'AILTON SOUZA DE OLIVEIRA']","['1', '2', '3', '4']",['2']
Em busca de uma formação para a transformação: um estudo realizado com o CEFAPRO de Cáceres/MT,2015,Português,Loyola,"['Rinalda Bezerra Carlos', 'VERA MARIA NIGRO DE SOUZA PLACCO']","['1', '2']",['1']
Fazeres na pré-escola: uma prática consistente?,2011,Português,Junqueira &amp; Marin,"['Rinalda Bezerra Carlos', 'Maria Izete de Oliveira']","['1', '2']",['1']
