ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
