ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
0225097375591773,Ilma Ferreira Machado,Machado,"MACHADO, I. F.;MACHADO, ILMA FERREIRA;FERREIRA MACHADO, ILMA",Itajá,GO,"Possui graduação em Pedagogia pela Universidade Federal de Mato Grosso (1987), mestrado em Educação pela Universidade Estadual de Campinas (1996), doutorado em Educação pela Universidade Estadual de Campinas (2003) e Pós-doutorado pela Universidade Federal de Santa Catarina (UFSC). Atualmente é professor adjunto da Universidade do Estado de Mato Grosso, atuando no Programa de Pós-Graduação da Unemat. É Líder do Grupo de Pesquisa Educação do campo e organização do trabalho pedagógico, e membro do Conselho Editorial da Revista da FAED/Unemat. Tem experiência na área de Educação Básica e Superior. Desenvolve estudos e pesquisas educação do campo e organização do trabalho pedagógico, com ênfase nos seguintes temas: projeto político pedagógico, avaliação de ensino, educação dos trabalhadores rurais sem terra, trabalho e educação e trabalho coletivo.",13-03-2019
