ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
4775342581418900,Irton Milanesi,Milanesi,"MILANESI, I.",Angélica,MS,"Possui graduação em Pedagogia Licenciatura Plena pela Faculdade de Filosofia Ciências e Letras de Jales (1984), mestrado em Mestrado em Educação - Puc Campinas (2000) e doutorado em Educação pela Universidade Estadual de Campinas (2004). Atuou de 2010 a 2017 no PPGEdu/Educação/UNEMAT. Atualmente é professor assistente da Universidade do Estado de Mato Grosso, atua no curso de Pedagogia. Tem experiência na área de Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais, atuando principalmente nos seguintes temas: formação de professores, estágio supervisionado, ensino-aprendizagem, interdisciplinaridade e formação docente.",27-02-2019
