TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Challenges in agricultural productionin Brazil in the 21st century,2003,Inglês,TUA Press,['Thiago Libório Romanelli'],['1'],['1']
Sustentabilidade energética da cana-de-açúcar,2009,Português,Autores,['Thiago Libório Romanelli'],['1'],['1']
Physical and environmental approaches for energy sources,2009,Inglês,EDUSP,['Thiago Libório Romanelli'],['1'],['1']
An overview on sugarcane planting and harvesting,2009,Inglês,EDUSP,"['Tomaz Caetano Cannavan Rípoli', 'Thiago Libório Romanelli']","['1', '2']",['2']
Biomassa de pastagens para produção de energia,2011,Português,FEALQ,"['Thiago Libório Romanelli', 'Guilerme Silva Raucci']","['1', '2']",['1']
Manejo de palha em cana-de-açúcar,2015,Português,SBEA,"['Luiz Carlos Dalben', 'Thiago Libório Romanelli']","['1', '2']",['2']
Emergy synthesis as a tool to assess soil quality change,2015,Inglês,The Center for Environmental Policy,"['Fernando Guerra', 'Marcio Roberto Soares', 'José Carlos Casagrande', 'Takashi Muraoka', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",['5']
Emissão de amônia durante a produção de frangos de corte em aviário tipo Dark Hose no sul do Brasil,2016,Português,UFV,"['Graciele Angnes', 'Paulo Armando Victoria de Oliveira', 'P. Robin', 'M. Hassouna', 'Thiago Libório Romanelli']","['1', '2', '3', '4', '5']",['5']
Tomada de decisão na escolha de volumosos suplementares para bovinos de corte em confinamento,2003,Português,CBNA,"['Luiz Gustavo Nussio', 'Thiago Libório Romanelli', 'Maity Zopollatto']","['1', '2', '3']",['2']
