TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Identidade do professor de ensino superior:questões no entrecruzar de caminhos,2007,Português,EDIPUCRS,"['FRANCO, Maria Estela Dal Pai', 'Heloisa Salles Gentil']","['1', '2']",['2']
Reflexões sobre o processo de desconstrução e inovação do currículo de um curso de Pedagogia.,2008,Português,Editora da UFSC,"['Claudete Inês Sroczynski', 'Heloisa Salles Gentil']","['1', '2']",['2']
Experiências de estagiários de licenciaturas: as relaçõesentre a universidade a escola,2011,Português,Junqueira e Marin,['Heloisa Salles Gentil'],['1'],['1']
Produção do conhecimento e formação de professores,2012,Português,Sulina,['Heloisa Salles Gentil'],['1'],['1']
Tecnologias da informação e comunicação na formação inicial de professores,2014,Português,UNEMAT Editora,"['André Luiz Borges Milhomem', 'Heloisa Salles Gentil']","['1', '2']",['2']
Constituição de identidades na educação do campo,2015,Português,Unika,"['Roseli Ferreira Lima', 'Heloisa Salles Gentil', 'Ilma Ferreira Machado']","['1', '2', '3']",['2']
Perfil de estudantes de Pedagogia na Universidade do Estado de Mato Grosso: uma questão de democratização,2016,Português,IFRN,"['Graciele Marques dos Santos', 'Heloisa Salles Gentil', 'Andréa Araújo do Vale', 'Andrezza Maria Batista do Nascimento Tavares.']","['1', '2', '3', '4']",['2']
