TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Educação Ambiental Crítica: o encontro dialético da realidade vivida e da utopia imaginada.,2004,Português,VAZIO,['Laudemir Luiz Zart'],['1'],['1']
Educação e Sócio-economia Solidária: paradigmas de conhecimento e de sociedade,2005,Português,VAZIO,['Laudemir Luiz Zart'],['1'],['1']
"Encantos, Caminhos e Desencontros: migração-colonização na Amazônia Mato-grossense",2005,Português,VAZIO,['Laudemir Luiz Zart'],['1'],['1']
Educação e Sócio-economia Solidária: interação universidade - movimentos sociais,2006,Português,VAZIO,"['Laudemir Luiz Zart', 'Josivaldo Constantino dos Santos']","['1', '2']",['1']
"Sinop: educação, memória e ambiente",2005,Português,VAZIO,"['Laudemir Luiz Zart', 'Paulo Alberto dos Santos Vieira', 'Edson Antônio de Souza']","['1', '2', '3']",['1']
Educação e socioeconomia solidária: processos organizacionais socioeconômicos na economia solidária,2009,Português,VAZIO,"['Laudemir Luiz Zart', 'SGUAREZI, Sandro Benedito', 'Wilson Luconi Jr.', 'Gilmar Laforga']","['1', '2', '3', '4']",['1']
Educação e Socioeconomia Solidária - Incubação em Economia Solidária: empreendimentos em redes e resistência camponesa,2014,Português,VAZIO,"['Laudemir Luiz Zart', 'Clóvis Vailant']","['1', '2']",['1']
Educação e Socioeconomia Solidária: configurações do campo e experiências educacionais,2015,Português,VAZIO,"['Laudemir Luiz Zart', 'Clóvis Vailant']","['1', '2']",['1']
Educação e Socioeconomia Solidária: fundamentos da produção social de conhecimentos,2019,Português,VAZIO,"['Laudemir Luiz Zart', 'Eliane dos Santos Martinez Paezano', 'Jucilene de Oliveira Martins']","['1', '2', '3']",['1']
