ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
8809742884809803,Evanil de Almeida Cardoso,Cardoso,"CARDOSO, Evanil de Almeida",Rio Verde,MS,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1992), mestrado em Educação pela Universidade Federal de Mato Grosso (2004) e doutorado em Educação em Ciências e Matemática pela Universidade Federal de Mato Grosso (2017). Atualmente é professora titular i da Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase em Métodos e Técnicas de Ensino, atuando principalmente nos seguintes temas: teste seletivo, educação, matemática, educação infantil e lúdico, matemática, ensino, metodologia e matemática, lúdico, educação.",18-03-2019
