TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER
Estabelecimento de Pastagens e Fisiologia de Plantas Forrageiras,2006,Português,Editora da Universidade do Estado de Mato Grosso,['Marice Cristine Vendruscolo'],['1']
