TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
Educação Moral e Humanidade na Pedagogia de Immanuel Kant,2014,,Português,Revista Pesquisa em Foco em Educação e Filosofia,XX,1983-3946,['Aparecido de Assis'],['1'],['1']
Educação e ação na Filosofia Política de Éric Weil,2014,,Português,Argumentos: Revista de Filosofia (Impresso),XX,1984-4247,['Aparecido de Assis'],['1'],['1']
