ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9854249070807836,Maurecilde Lemes da Silva Santana,Santana,"SANTANA, M. L. S.",Cáceres,MT,"Possui graduação em Licenciatura Plena em Pedagogia pela Universidade do Estado de Mato Grosso (1992). Pós-graduada em Currículo do Ensino Fundamental - Conteúdos e Metologias para os anos iniciais (UNEMAT); Psicopedagogia (UFRJ). Tem experiência na área de Educação, com ênfase em Educação, Formação Inicial e Continuada. Professora titular na Universidade do Estado de Mato Grosso na área de Metodologia do Ensino, desenvolvendo atividades na área da Alfabetização, pressupostos teóricos e metodológicos das áreas do conhecimento para o início da escolarização, com princípios interdisciplinares. Mestra em Educação na linha de pesquisa Culturas Escolares e Linguagens. Membro do Grupo de Estudo e Pesquisa Contextos Educativos da Infância da Universidade do Estado de Mato Grosso, Campus Universitário Jane Vanini, Cáceres-MT. Membro do Projeto de Extensão Pré-vestibular Tereza de Benguela: construindo e ampliando oportunidades ao nível superior. Membro do Colegiado de Curso - Pedagogia. Membro do NDE - Núcleo Docente Estrutrante do Curso de Pedagogia. Membro da Comissão Coordenadora de Avaliação do Plano Municipal de Educação de Cáceres-MT. Coordenadora de Área do PIBID - Programa Institucional de Bolsas de Iniciação à Docência no Curso de Pedagogia, com ênfase na produção de escrita.",29-01-2019
