PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
FORMAÇÃO DE PROFESSORES E ESTUDOS DO COTIDIANO: dilemas e desafios contemporâneos,,ATUAL,OUTRA,['Ailon do Vale Simão'],['SIM']
"Imagens e sons como intercessores para pensar a infância e diferenças: Problematizando a educação, cotidiano da escola e currículo.",2016,ATUAL,PESQUISA,"['Ailon do Vale Simão', 'Maritza', 'Suely']","['NAO', 'SIM', 'NAO']"
ARTEFATOS CULTURAIS E SOCIEDADE CONTEMPORÂNEA: estudos sobre discursos como territorios de produção de significados e de constituição de subjetividades,,ATUAL,OUTRA,['Ailon do Vale Simão'],['SIM']
