ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
4199651292961091,Rinalda Bezerra Carlos,Carlos,"CARLOS, R. B.",Monteiro,PB,"Doutora em Educação: Psicologia da Educação pela Pontifícia Universidade Católica de São Paulo (2013), mestre em Educação pela Universidade Federal de Mato Grosso (2002) e graduada em Licenciatura Plena em Pedagogia pela Universidade Federal do Acre (1996). Atualmente é Professora do curso de Pedagogia da Universidade do Estado de Mato Grosso, Líder do Grupo de Pesquisa Contextos Educativos da Infância, Coordenadora da Universidade Aberta do Brasil UAB/UNEMAT e Diretora de Gestão da Educação a Distância. Atuou como Assessora de Gestão de Formação Regular na Pró-Reitoria de Ensino de Graduação, Coordenadora do curso de Licenciatura em Artes Visuais à Distância ofertado pela DEAD/UNEMAT, Coordenadora de Área de Gestão de Processos Educacionais no PIBID; tem experiência na área de Educação, com ênfase em Métodos e Técnicas de Ensino e se dedica principalmente nos seguintes temas: educação infantil, formação continuada, educação a distância e coordenação pedagógica.",05-03-2019
