ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
3748657936601586,Maria do Horto Salles Tiellet,Tiellet,"TIELLET, Maria do Horto Salles",Cáceres,MT,"Doutorado em Educação pela Universidade do Vale do Rio dos Sinos (2012), mestrado em Educação Brasileira pela Universidade Federal de Santa Maria (1996) especialista em Pesquisa Educacional pela Universidade Federal de Mato Grosso/Rondonópolis (1993) e graduada em Licenciatura em Filosofia - FFCL Imaculada Conceição agregada à Universidade Federal de Santa Maria (1985). Atualmente professora sênior da Universidade do Estado de Mato Grosso. Atua principalmente nos seguintes temas: juventude, conflito, violência, violência escolar, politicas públicas, politica educacional, educação e escola.",16-04-2019
