ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
7673159018416101,Ana Sebastiana Monteiro Ribeiro,Ribeiro,"RIBEIRO, Ana Sebastiana Monteiro",Cáceres,MT,"Ana Sebastiana é doutoranda em Educação pela Universidade do Vale do Rio dos Sinos - UNISINOS, na linha de pesquisa Formação de professores, Currículo e Práticas Pedagógicas. Mestrado em Educação pela Universidade São Francisco/SP. Graduada em Pedagogia pela Universidade do Estado de Mato Grosso. Professora assistente do Departamento de Pedagogia/Cáceres/MT da Universidade do Estado de Mato Grosso, trabalha com as disciplinas Conteúdos e Metodologia do Ensino da História e da Geografia para o inicio da escolarização Ensino Fundamental e a disciplina de Estágio Curricular Supervisionado Ensino Fundamental I no curso de Pedagogia/Campus de Cáceres/MT. Membro do projeto de pesquisa Contextos Educativos da Infância/Universidade do Estado de Mato Grosso/Cáceres/MT.",29-11-2018
