TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Escola, Multiplicidade, Desejo: agenciamentos necessário",2011,Português,Junqueira e Marin,"['Maria Helena Michels', 'Claricia Otto', 'Emília Darcy de Souza Cuyabano', 'Maria Izete de Oliveira', 'RINALDA SOUZA CARLO', 'Mello Félix', 'Maritza Maciel Castrillon Maldonado', 'Izumi Nozaki', 'Roselane Fátima Campos', 'Elizeth Gonzaga dos Santos Lima', 'Ilma Ferreira Machado', 'Irton Milanesi', 'Moema Helena Koch de Albuquerque Kiehn', 'Heloísa Salles Gentil', 'Solange Aparecida da Rosa']","['1', '10', '11', '12', '13', '14', '15', '2', '3', '4', '5', '6', '7', '8', '9']",['15']
A rotina do currículo na Educação Infantil: e a potência do ritmo?,2012,Português,EdUFMT,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
Experiência Coletiva: a força política da narrativa sobrevive no pantanal,2014,Português,Mercado das Letras,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
"Pesquisas em Currículo da Região Centro-Oeste no cenário da ANPED Nacional: ênfases, lacunas e perspectivas",2016,Português,Ed. PUC-Goiás,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
A rotina do currículo na Educação Infantil: e a potência do ritmo?,2016,Português,EDUFSC e EDUFMT,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
"Pensando Infâncias, Diferença e Currículo a partir do filme Filhos do Paraíso",2016,Português,DP et Alii Editora Ltda,"['Maritza Maciel Castrillon Maldonado', 'DIMAS SANTANA NEVES', 'JOAO DE DEUS DOS SANTOS']","['1', '2', '3']",['1']
Crianças Ribeirinhas: entre narrativas e experiências de cotidianos em uma escola do campo na fronteira Brasil-Bolívia,2018,Português,CRV,"['EULENE VIEIRA MORAES', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
saberes ribeirinhos: o pantanal dobrado na alma das crianças que o habitam,2014,Português,Lamparina,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
