TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Organização do trabalho pedagógico em uma escola do MST e a perspectiva de formação omnilateral,2010,Português,VAZIO,['Ilma Ferreira Machado'],['1'],['1']
Escola e movimento social: experiências em curso no campo brasileiro,2011,Português,VAZIO,"['Ilma Ferreira Machado', 'Celia Regina Vendramini']","['1', '2']",['1']
Escola e movimento social; experiências em curso no campo brasileiro,2013,Português,VAZIO,"['Ilma Ferreira Machado', 'Celia Regina Vendramini']","['1', '2']",['1']
