ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9840601753830444,Elisa Maria Jorge da Cunha,Cunha,VAZIO,Cáceres,MT,"Possui graduação em Psicologia pela Universidade Gama Filho (1986) e mestrado em Educação pela Universidade Federal de Mato Grosso (2006). Atualmente é professor titular da Universidade do Estado de Mato Grosso. Tem experiência na área de Psicologia, com ênfase em Psicologia, atuando principalmente nos seguintes temas: jovens, educação, medidas sócio-educativas, abuso sexual e criança.",30-08-2012
