ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
8964070730506443,Dimas Santana Souza Neves,Neves,"NEVES, D. S. S.;NEVES, DIMAS SANTANA SOUZA",Cáceres,MT,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1992), graduação em Direito - Universidade do Estado de Mato Grosso (2001), mestrado em Educação pela Universidade Federal de Mato Grosso (2004) e Doutorado pela Universidade do Estado do Rio de Janeiro - UERJ. Atualmente é professor titular - Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase em História da Educação, atuando principalmente nos seguintes temas: legislação educacional, políticas educativas, programas e projetos educacionais, história e historiografia da educação, educação comparada e dispositivos disciplinares com seus efeitos nas instituições e nas práticas de ensino.",20-06-2017
