TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
O desenvolvimento curricular do estágio supervisionado e as multifaces da escola no processo de constituição do docente,2008,Português,Editora da UFSC,"['Irton Milanesi', 'Letícia Ema Cappi Aguiar', 'Lígia Cappi Manzini', 'Maria Stefani Rocha']","['1', '2', '3', '4']",['1']
"Universidade, formação de professores e estágios na escola:produção ou reprodução de conhecimento?",2012,Português,Editora Sulina,['Irton Milanesi'],['1'],['1']
Interdisciplinaridade no curso de pedagogia: uma prática de difícil construção,2011,Português,Junqueira &amp; Marim,"['Ilma Ferreira Machado', 'Irton Milanesi']","['1', '2']",['2']
