TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
Cantinho da Leitura: um espaço de literatura na sala de aula,2012,,Português,Leitura. Teoria &amp; Prática,B2,0102-387X,['Maurecilde Lemes da Silva Santana'],['1'],['1']
