TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER
"Frugivoria e dispersão de sementes por antas (Tapirus terrestris - Perissodactyla, Mammalia) em uma área de Cerrado no Mato Grosso",2008,Português,RIMA,"['Vanessa Golin', 'Manuel Santos-Filho', 'Mônica Josene Barbosa Pereira']","['1', '2', '3']"
"COMPORTAMENTO, ATITUDES E PRÁTICAS DA POPULAÇÃO DE TANGARÁ DA SERRA-MT NA PREVENÇÃO DA DENGUE",2011,Português,RIMA,"['Edilse Maria Dill', 'Marilza da Silva Costa', 'Cecília de Campos França', 'Mônica Josene Barbosa Pereira', 'Ivanete Ines Parzianello Carvalho']","['1', '2', '3', '4', '5']"
"Análise das Atuações dos Agentes de Vigilância Ambiental e da População no Combate ao Vetor da Dengue no Município de Tangará da Serra, MT.",2011,Português,RIMA,"['Marilza da Silva Costa', 'Cecília de Campos França', 'Mônica Josene Barbosa Pereira', 'Edilse Maria Dill', 'Ivanete Ines Parzianello Carvalho']","['1', '2', '3', '4', '5']"
Etnobotânica de Plantas Medicinais da Comunidade,2011,Português,RIMA,"['Fernando Thiago', 'Maria Antônia Carniello', 'Mônica Josene Barbosa Pereira', 'Elias Renato da Silva Januário']","['1', '2', '3', '4']"
Aspectos da polinização de Annona coriacea e A. dioica (Annonaceae) no cerrado matogrossense,2014,Português,Funbio,"['Mônica Josene Barbosa Pereira', 'Marilza da Silva Costa', 'Diones da Silva', 'Ricardo José da Silva', 'Erenilda Monteiro Souza']","['1', '2', '3', '4', '5']"
Pollinators and Pests of Annona spp.,2002,Inglês,CAB INTERNATIONAL,"['Jorge Pena', 'Hanna Nandel', 'Mônica Josene Barbosa Pereira', 'Dan Smith']","['1', '2', '3', '4']"
