TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Globalização, trabalho e sociedade em rede: perspectivas da redefinição da sociedade capitalista e a constituição das empresas autogeridas",2006,Português,Editora Unemat,['Josiane Magalhães'],['1'],['1']
A libertação pelo trabalho: reflexões sobre o pensamento marcuseano.,1997,Português,Unesp-Marília,['Josiane Magalhães'],['1'],['1']
