PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Temperatura no perfil do solo utilizando duas densidades de cobertura e solo nu,2000,2005,PESQUISA,"['Rivanildo Dallacort', 'Reinaldo Prandini Ricieri', 'Suedêmio de Lima Silva', 'Estor Gnoatto', 'Eloi Gasparim']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
"Caracterização agroclimática da região de Cascavel - Paraná, aplicada ao cultivo de culturas agrícolas",2000,2002,PESQUISA,"['Rivanildo Dallacort', 'Reinaldo Prandini Ricieri', 'Suedêmio de Lima Silva', 'Wellian Chaves Monteiro Silva']","['NAO', 'NAO', 'NAO', 'SIM']"
Avaliação do desempenho de painéis fotovoltaicos para geração de energia elétrica e bombeamento de água,1999,2004,PESQUISA,"['Rivanildo Dallacort', 'Reinaldo Prandini Ricieri', 'Suedêmio de Lima Silva', 'Estor Gnoatto', 'Evandro Marcos Kolling', 'Samoel Nelson Melegari Souza', 'Yuri Ferruzzi']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
"Modelos numéricos de estimativa da irradiação solar (global, difusa e direta) e comparação da medida monitorada por diferentes instrumentos",2001,2004,PESQUISA,"['Rivanildo Dallacort', 'Reinaldo Prandini Ricieri', 'Suedêmio de Lima Silva', 'Wellian Chaves Monteiro Silva', 'Estor Gnoatto']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Resistência a compressão do solo-cimento com substituição parcial do cimento Portland por resíduo cerâmico moído,2001,2002,PESQUISA,"['Rivanildo Dallacort', 'Fabio Luiz Willrich', 'Humberto Correa Lima Junior']","['SIM', 'NAO', 'NAO']"
Utilização de águas residuárias na agricultura,2003,2004,PESQUISA,"['Rivanildo Dallacort', 'Frederico Fonseca da Silva', 'Altair Bertonha', 'Paulo Sérgio Lourenço de Freitas']","['NAO', 'SIM', 'NAO', 'NAO']"
Modelo de simulação da produtividade da cultura do feijão para a região de Maringá - PR,2003,2008,PESQUISA,"['Rivanildo Dallacort', 'João Batista Tolentino Junior', 'Rogério Teixeira de Faria', 'Antonio Carlos Andrade Gonçalves', 'Paulo Sérgio Lourenço de Freitas']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Determinação das melhores épocas de semeadura antecipada da soja, visando o plantio do milho safrinha, para as regiões de Palotina, Cascavel e Maringá, Estado do Paraná",2004,2008,PESQUISA,"['Rivanildo Dallacort', 'Altair Bertonha', 'Roberto Rezende', 'Rogério Teixeira de Faria', 'Rosilaine Araldi', 'Antonio Carlos Andrade Gonçalves', 'Paulo Sérgio Lourenço de Freitas']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
"Diversificação e ampliação da base produtiva do Estado de Grosso, a partir do zoneamento agrícola da soja, feijão, cana-de-açúcar, girassol, crambe e pinhão-manso",2012,2015,PESQUISA,"['Rivanildo Dallacort', 'Cornélio Alberto Zolin', 'Rafael Cesar Tieppo', 'Miriam Hiroko Inoue', 'Paulo Sérgio Lourenço de Freitas', 'Karolina Ascari de Souza', 'Adalberto Santi']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Centro Integrado Cerrado de Pesquisa nos Campi de Nova Xavantina e Tangará da Serra,2012,ATUAL,DESENVOLVIMENTO,"['Rivanildo Dallacort', 'Monica Josene Barbosa Pereira', 'Edinéia Aparecida dos Santos Galvanin', 'Agnaldo Rodrigues da Silva', 'Vera Lucia da Rocha Maquea', 'Walnice Aparecida Matos Vilalva', 'Helena Soares Ramos Cabette', 'Eddie Lenza de Oliveira', 'Beatriz Schwantes Marimon', 'Marco Antonio Camillo de Carvalho']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Aplicação e transferência de tecnologias na otimização de sistemas agrícolas sustentáveis,2010,2017,PESQUISA,"['Rivanildo Dallacort', 'João Cleber Modernel da Silveira', 'Rafael Cesar Tieppo', 'Santino Seabra Junior', 'Maria Cândida Moitinho Nunes', 'Elisangela Clarete Camili', 'Nuno Rodrigo Madeira', 'Antônio Nobre da Silva', 'Decio Mossini Junior', 'Fabricio Schwanz da Silva', 'Sandra Mara Alves da Silva Neves', 'Marco Antonio Camillo de Carvalho', 'Karin Daniely Prestes da Silva', 'Adalberto Santi']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Influência do Clima no Ambiente: Região de Tangará da Serra,2009,2011,EXTENSAO,"['Rivanildo Dallacort', 'Dionei José da Silva', 'Eliane Ignot']","['SIM', 'NAO', 'NAO']"
Campus a Campo: Ações extensionistas com a agricultura familiar de Tangará da Serra-MT,2013,2016,EXTENSAO,"['Rivanildo Dallacort', 'Monica Josene Barbosa Pereira', 'Raimundo Nonato de França Cunha', 'WILLIAN KRAUSE', 'José Roberto Rambo', 'Samuel Laudelino Silva', 'Idilaine de Fatima Lima', 'Dejânia Vieira de Araújo', 'Adalberto Santi']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Avaliação de riscos a saúde dos moradores de Tangará da Serra, devido aos efeitos de alterações climáticas e da microbiota de fungos alérgicos da atmosfera",2007,2010,PESQUISA,"['Rivanildo Dallacort', 'Dionei José da Silva', 'Eliane Ignot', 'Ilio Fealho de Carvalho', 'Ageo Candido Mário da Silva', 'Adalberto Santi']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Lixiviação e efeito residual de herbicidas utilizados na cultura da cana-de-açúcar no Estado de Mato Grosso,2009,2011,PESQUISA,"['Rivanildo Dallacort', 'Virginia Helena de Azevedo', 'Rubem Silvério de Oliveira Junior', 'Adley Bergson Gonçalves de Abreu', 'Eliana Freire Gaspar de Carvalho Dores', 'Ana Cássia Silva Possamai', 'Miriam Hiroko Inoue']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Biodisponibilidade e potencial de extração de nutrientes de substratos pelo tomateiro produzido em ambiente protegido,2012,2016,PESQUISA,"['Rivanildo Dallacort', 'Walcylene Lacerda Mattos Pereira Scaramuzza', 'José Fernando Scaramuzza', 'WILLIAN KRAUSE', 'José Roberto Rambo', 'Adalberto Santi']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
"Avaliação da torta de filtro no cultivo da alface em diferentes épocas de semeadura, sob cultivo protegido e céu aberto.",2008,2010,PESQUISA,"['Rivanildo Dallacort', 'Márcio Lustosa Santos', 'Marice Cristina Vendrucullo', 'Dejânia Vieira de Araújo', 'Adalberto Santi']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
Transmissibilidade de Colletotrichum gossypii var. cephalosporioides e Colletotrichum dematium var. truncata associados às sementes de algodão e de soja e o estudo epidemiológico da ramulose e da antracnose em mato grosso.,2008,2012,PESQUISA,"['Rivanildo Dallacort', 'Virginia Helena de Azevedo', 'Elisandra Batista Zambenedetti Magnani', 'Jane Rodrigues de Assis Machado', 'José da Cruz Machado', 'Marcelo de C. Alves', 'Jaqueline A. Pizzato', 'Dejânia Vieira de Araújo']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
Diversificação e ampliação da base produtiva da bacia do Alto Paraguai como estratégia inovadora na otimização dos sistemas agrícolas regionais,2013,2015,PESQUISA,"['Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Paulo Sérgio Lourenço de Freitas', 'William Fenner', 'Adalberto Santi', 'Cleonir Andrade Faria Júnior']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
